Systematic name 1	Systematic name 2	Pair is WGD	Pair is SL (NaN indicates pair was not screened)
YDL160C	YDR021W	0	NaN
YDL160C	YOR046C	0	NaN
YDL160C	YHR065C	0	NaN
YDL160C	YGL078C	0	NaN
YDL160C	YMR290C	0	NaN
YDL160C	YNL112W	0	NaN
YDL160C	YGL171W	0	NaN
YDL160C	YOR204W	0	NaN
YDL160C	YPL119C	0	NaN
YDL160C	YFL002C	0	NaN
YDL160C	YDR243C	0	NaN
YDL179W	YNL289W	0	0
YDL188C	YNR032W	0	0
YDL188C	YER133W	0	0
YDL188C	YML016C	0	0
YDL188C	YPL179W	0	0
YDL188C	YLR433C	0	0
YDL188C	YML057W	0	0
YDL192W	YMR138W	0	0
YDL192W	YFL005W	0	0
YDL194W	YFL011W	0	0
YDL194W	YDR343C	0	NaN
YDL194W	YDR342C	0	NaN
YDL194W	YLR081W	0	0
YDL222C	YML052W	0	0
YDL225W	YDR218C	0	0
YDL229W	YJR045C	0	NaN
YDL229W	YPL106C	0	0
YDL229W	YHR064C	0	0
YDL245C	YIL170W	0	0
YDL248W	YIR043C	0	0
YDR021W	YOR046C	0	0
YDR021W	YNL112W	0	0
YDR021W	YOR204W	0	0
YDR021W	YPL119C	0	0
YDR021W	YGL078C	0	0
YDR021W	YHR065C	0	0
YDR021W	YJL033W	0	0
YDR021W	YDR243C	0	0
YDR021W	YGL171W	0	0
YDR021W	YFL002C	0	0
YDR021W	YDR194C	0	NaN
YDR023W	YHR011W	0	NaN
YDR054C	YMR022W	0	0
YDR055W	YDR522C	0	0
YDR059C	YDR177W	0	NaN
YDR059C	YEL012W	0	0
YDR059C	YLR306W	0	0
YDR074W	YMR261C	0	0
YDR074W	YML100W	0	0
YDR075W	YGR123C	0	0
YDR075W	YML057W	0	0
YDR075W	YLR433C	0	0
YDR092W	YGL058W	0	0
YDR092W	YOR339C	0	0
YDR092W	YEL012W	0	0
YDR092W	YGR133W	0	0
YDR135C	YGR281W	0	0
YDR139C	YKR094C	0	0
YDR139C	YIL148W	0	0
YDR144C	YIR039C	0	0
YDR144C	YIL015W	0	0
YDR155C	YDR304C	0	0
YDR155C	YHR057C	0	0
YDR172W	YPR080W	0	NaN
YDR172W	YKR084C	0	0
YDR177W	YEL012W	0	NaN
YDR177W	YOR339C	0	NaN
YDR177W	YGL058W	0	NaN
YDR177W	YGR133W	0	NaN
YDR178W	YOR297C	0	0
YDR191W	YOR025W	0	1
YDR194C	YMR290C	0	NaN
YDR194C	YLL008W	0	NaN
YDR194C	YJL033W	0	NaN
YDR194C	YHR065C	0	NaN
YDR194C	YGL078C	0	0
YDR194C	YDR243C	0	NaN
YDR194C	YPL119C	0	0
YDR194C	YOR204W	0	NaN
YDR194C	YNL112W	0	NaN
YDR218C	YHR107C	0	0
YDR225W	YOL012C	0	0
YDR243C	YOR204W	0	0
YDR243C	YLL008W	0	0
YDR243C	YHR065C	0	0
YDR243C	YGL171W	0	0
YDR243C	YHR169W	0	NaN
YDR243C	YMR290C	0	0
YDR243C	YJL033W	0	0
YDR258C	YLL026W	0	0
YDR261C	YOR190W	0	0
YDR261C	YLR300W	0	0
YDR284C	YDR503C	0	0
YDR304C	YML078W	0	0
YDR304C	YJR032W	0	0
YDR304C	YNR028W	0	0
YDR338C	YHR032W	0	0
YDR342C	YIL170W	0	NaN
YDR343C	YIL170W	0	NaN
YDR345C	YIL170W	0	NaN
YDR394W	YOR259C	0	1
YDR394W	YKL145W	0	1
YDR394W	YPR173C	0	NaN
YDR394W	YGR028W	0	0
YDR404C	YKL144C	0	NaN
YDR444W	YGL144C	0	0
YDR483W	YOR099W	0	0
YDR483W	YKR061W	0	0
YDR483W	YJL139C	0	0
YDR483W	YIL085C	0	0
YDR483W	YNL029C	0	0
YDR508C	YKR039W	0	0
YDR508C	YPL274W	0	0
YDR508C	YLL061W	0	0
YDR508C	YEL063C	0	NaN
YDR508C	YNL268W	0	NaN
YDR508C	YNL270C	0	0
YDR519W	YNL135C	0	0
YDR523C	YOR231W	0	NaN
YDR523C	YPL140C	0	NaN
YDR523C	YJL164C	0	NaN
YDR523C	YPL209C	0	NaN
YDR542W	YGL261C	0	0
YDR542W	YJL223C	0	NaN
YDR542W	YIL176C	0	NaN
YDR542W	YLR461W	0	0
YDR542W	YHL046C	0	0
YDR542W	YNR076W	0	NaN
YDR542W	YLL064C	0	NaN
YDR542W	YGR294W	0	NaN
YDR542W	YEL049W	0	NaN
YDR542W	YOL161C	0	NaN
YDR542W	YFL020C	0	0
YDR542W	YKL224C	0	NaN
YDR542W	YLR037C	0	0
YDR542W	YPL282C	0	NaN
YDR542W	YOR394W	0	NaN
YDR542W	YMR325W	0	NaN
YDR542W	YLL025W	0	0
YDR542W	YIR041W	0	NaN
YDR545W	YOR396W	0	NaN
YDR545W	YLR467W	0	NaN
YDR545W	YPL283C	0	NaN
YDR545W	YNL339C	0	NaN
YDR545W	YGR296W	0	NaN
YDR545W	YER190W	0	NaN
YEL012W	YOR339C	0	0
YEL030W	YPL106C	0	0
YEL031W	YOR291W	0	0
YEL032W	YLR274W	0	1
YEL032W	YPR019W	0	1
YEL036C	YML115C	0	NaN
YEL036C	YPL050C	0	NaN
YEL040W	YLR213C	0	0
YEL041W	YPL188W	0	NaN
YEL049W	YGR294W	0	NaN
YEL049W	YGL261C	0	0
YEL049W	YJL223C	0	NaN
YEL049W	YIL176C	0	NaN
YEL049W	YLR461W	0	0
YEL049W	YHL046C	0	0
YEL049W	YNR076W	0	NaN
YEL049W	YLL064C	0	NaN
YEL049W	YOL161C	0	NaN
YEL049W	YFL020C	0	0
YEL049W	YKL224C	0	NaN
YEL049W	YLR037C	0	0
YEL049W	YPL282C	0	NaN
YEL049W	YOR394W	0	NaN
YEL049W	YMR325W	0	NaN
YEL049W	YLL025W	0	0
YEL049W	YIR041W	0	NaN
YEL050C	YIL018W	0	NaN
YEL050C	YFR031C-A	0	0
YEL063C	YPL274W	0	NaN
YEL069C	YIL170W	0	NaN
YEL075C	YLR462W	0	NaN
YEL075C	YFL064C	0	NaN
YEL076C	YLR464W	0	NaN
YEL076C	YEL076C-A	0	NaN
YER013W	YGL120C	0	1
YER013W	YKR086W	0	1
YER013W	YNR011C	0	1
YER013W	YKL078W	0	NaN
YER017C	YMR089C	0	NaN
YER017C	YPR024W	0	0
YER020W	YHR005C	0	NaN
YER031C	YFL038C	0	NaN
YER031C	YOR089C	0	0
YER031C	YLR262C	0	0
YER031C	YNL093W	0	0
YER031C	YML001W	0	0
YER031C	YOR185C	0	0
YER031C	YLR293C	0	NaN
YER031C	YOR101W	0	0
YER031C	YNL098C	0	0
YER031C	YGR152C	0	0
YER031C	YNL090W	0	0
YER031C	YIL118W	0	NaN
YER031C	YPR165W	0	NaN
YER036C	YFR009W	0	NaN
YER086W	YKL218C	0	0
YER100W	YMR022W	0	0
YER103W	YHR064C	0	NaN
YER133W	YPL179W	0	0
YER133W	YNR032W	0	0
YER133W	YGR123C	0	0
YER185W	YLR046C	0	0
YER189W	YLR462W	0	NaN
YER189W	YFL064C	0	NaN
YER190W	YPL283C	0	NaN
YER190W	YNL339C	0	NaN
YER190W	YGR296W	0	NaN
YER190W	YOR396W	0	NaN
YER190W	YLR467W	0	NaN
YFL002C	YMR290C	0	0
YFL002C	YJL033W	0	NaN
YFL002C	YHR065C	0	0
YFL002C	YLL008W	0	NaN
YFL002C	YGL078C	0	NaN
YFL002C	YGL171W	0	NaN
YFL002C	YKR059W	0	NaN
YFL002C	YJL138C	0	NaN
YFL004W	YJL012C	0	0
YFL005W	YGL210W	0	NaN
YFL005W	YOR089C	0	0
YFL005W	YML001W	0	0
YFL005W	YNL093W	0	NaN
YFL005W	YOR101W	0	0
YFL005W	YKR014C	0	NaN
YFL005W	YNL098C	0	NaN
YFL005W	YGR152C	0	NaN
YFL005W	YKR055W	0	NaN
YFL005W	YLR293C	0	0
YFL005W	YOR185C	0	NaN
YFL011W	YIL170W	0	0
YFL020C	YGR294W	0	0
YFL020C	YLL025W	0	0
YFL020C	YJL223C	0	NaN
YFL020C	YIL176C	0	NaN
YFL020C	YGL261C	0	0
YFL020C	YKL224C	0	NaN
YFL020C	YLR037C	0	0
YFL020C	YHL046C	0	0
YFL020C	YLR461W	0	0
YFL020C	YOL161C	0	0
YFL020C	YNR076W	0	NaN
YFL020C	YLL064C	0	NaN
YFL020C	YPL282C	0	0
YFL020C	YOR394W	0	NaN
YFL020C	YMR325W	0	0
YFL020C	YIR041W	0	0
YFL034C-B	YIL106W	0	0
YFL038C	YOR101W	0	0
YFL038C	YNL098C	0	0
YFL038C	YGR152C	0	0
YFL038C	YOR185C	0	0
YFL038C	YLR293C	0	0
YFL038C	YLR229C	0	0
YFL038C	YIL118W	0	0
YFL057C	YJR155W	0	NaN
YFL062W	YIR043C	0	NaN
YFL064C	YPR202W	0	NaN
YFR014C	YGL158W	0	0
YFR014C	YLR248W	0	0
YFR014C	YOR351C	0	0
YFR014C	YJL164C	0	0
YFR014C	YLR113W	0	0
YFR038W	YOR304W	0	0
YFR040W	YKR028W	0	0
YFR040W	YJL098W	0	0
YGL011C	YGR135W	0	0
YGL011C	YOR362C	0	1
YGL048C	YKL145W	0	1
YGL048C	YPR173C	0	NaN
YGL048C	YGR028W	0	0
YGL058W	YLR306W	0	0
YGL058W	YGR133W	0	0
YGL076C	YNL002C	0	NaN
YGL078C	YPL119C	0	0
YGL078C	YOR204W	0	0
YGL078C	YHR065C	0	NaN
YGL078C	YGL171W	0	NaN
YGL078C	YKR059W	0	0
YGL078C	YJL138C	0	0
YGL078C	YMR290C	0	0
YGL078C	YHR169W	0	NaN
YGL120C	YKR086W	0	1
YGL120C	YNR011C	0	0
YGL139W	YOR365C	0	0
YGL158W	YOL016C	0	0
YGL171W	YPL119C	0	NaN
YGL171W	YNL112W	0	NaN
YGL171W	YOR204W	0	0
YGL171W	YKR059W	0	NaN
YGL171W	YJL138C	0	NaN
YGL171W	YJL033W	0	NaN
YGL194C	YPR068C	0	0
YGL201C	YPR019W	0	0
YGL201C	YLR274W	0	0
YGL210W	YOR089C	0	0
YGL210W	YLR262C	0	0
YGL210W	YKR014C	0	0
YGL210W	YNL093W	0	0
YGL210W	YML001W	0	0
YGL210W	YOR185C	0	0
YGL210W	YLR293C	0	NaN
YGL210W	YOR101W	0	0
YGL210W	YGR152C	0	0
YGL210W	YNL090W	0	0
YGL229C	YKR028W	0	0
YGL261C	YJL223C	0	NaN
YGL261C	YIL176C	0	NaN
YGL261C	YLR461W	0	0
YGL261C	YHL046C	0	NaN
YGL261C	YNR076W	0	NaN
YGL261C	YLL064C	0	NaN
YGL261C	YGR294W	0	0
YGL261C	YOL161C	0	0
YGL261C	YKL224C	0	NaN
YGL261C	YLR037C	0	NaN
YGL261C	YPL282C	0	0
YGL261C	YOR394W	0	NaN
YGL261C	YMR325W	0	0
YGL261C	YLL025W	0	0
YGL261C	YIR041W	0	0
YGL263W	YIR043C	0	0
YGR012W	YGR155W	0	0
YGR028W	YOR259C	0	0
YGR028W	YPR173C	0	0
YGR028W	YOR117W	0	NaN
YGR028W	YKL145W	0	0
YGR040W	YHR030C	0	0
YGR040W	YKL161C	0	0
YGR040W	YPR161C	0	0
YGR059W	YJR076C	0	0
YGR092W	YNL161W	0	0
YGR092W	YMR104C	0	0
YGR092W	YKL126W	0	NaN
YGR108W	YGR109C	0	0
YGR108W	YLR210W	0	0
YGR108W	YPR120C	0	0
YGR109C	YPR119W	0	0
YGR109C	YLR210W	0	0
YGR123C	YNR032W	0	0
YGR123C	YML057W	0	0
YGR123C	YLR433C	0	0
YGR132C	YGR231C	0	0
YGR133W	YOR339C	0	0
YGR135W	YOL038W	0	1
YGR135W	YOR362C	0	1
YGR138C	YLL028W	0	0
YGR138C	YHR048W	0	0
YGR152C	YNL098C	0	0
YGR152C	YLR262C	0	0
YGR169C	YOL066C	0	0
YGR201C	YPL048W	0	0
YGR201C	YKL081W	0	0
YGR248W	YNR034W	0	0
YGR253C	YOR362C	0	0
YGR281W	YHL035C	0	0
YGR281W	YLL048C	0	0
YGR294W	YJL223C	0	NaN
YGR294W	YIL176C	0	NaN
YGR294W	YLR461W	0	0
YGR294W	YHL046C	0	0
YGR294W	YNR076W	0	NaN
YGR294W	YLL064C	0	NaN
YGR294W	YOL161C	0	NaN
YGR294W	YKL224C	0	NaN
YGR294W	YLR037C	0	0
YGR294W	YPL282C	0	NaN
YGR294W	YOR394W	0	NaN
YGR294W	YMR325W	0	NaN
YGR294W	YLL025W	0	0
YGR294W	YIR041W	0	NaN
YGR295C	YIR043C	0	0
YGR296W	YPL283C	0	NaN
YGR296W	YNL339C	0	NaN
YGR296W	YOR396W	0	NaN
YGR296W	YLR467W	0	NaN
YHL035C	YKR103W	0	NaN
YHL046C	YJL223C	0	NaN
YHL046C	YIL176C	0	NaN
YHL046C	YLR461W	0	0
YHL046C	YNR076W	0	NaN
YHL046C	YLL064C	0	NaN
YHL046C	YOL161C	0	0
YHL046C	YKL224C	0	NaN
YHL046C	YLR037C	0	NaN
YHL046C	YPL282C	0	0
YHL046C	YOR394W	0	NaN
YHL046C	YMR325W	0	0
YHL046C	YLL025W	0	0
YHL046C	YIR041W	0	0
YHL048W	YIR043C	0	NaN
YHL049C	YLR462W	0	NaN
YHL050C	YHR219W	0	NaN
YHR019C	YLL018C	0	0
YHR023W	YOR326W	0	NaN
YHR030C	YPR054W	0	0
YHR030C	YLR113W	0	0
YHR030C	YMR139W	0	0
YHR030C	YPR161C	0	0
YHR030C	YPL031C	0	0
YHR030C	YPL042C	0	0
YHR030C	YNL307C	0	0
YHR030C	YOR061W	0	0
YHR030C	YIL035C	0	0
YHR031C	YML061C	0	1
YHR048W	YLL028W	0	0
YHR048W	YPR156C	0	0
YHR057C	YML078W	0	0
YHR057C	YNR028W	0	0
YHR064C	YLL024C	0	0
YHR064C	YJL034W	0	NaN
YHR065C	YOR204W	0	0
YHR065C	YPL119C	0	NaN
YHR065C	YNL112W	0	0
YHR065C	YKR059W	0	NaN
YHR065C	YJL138C	0	0
YHR065C	YOR046C	0	0
YHR065C	YLR276C	0	1
YHR065C	YNR038W	0	0
YHR092C	YIL170W	0	0
YHR094C	YIL170W	0	0
YHR096C	YIL170W	0	NaN
YHR135C	YPL204W	0	0
YHR163W	YNR034W	0	0
YHR169W	YLL008W	0	NaN
YHR169W	YPL119C	0	NaN
YHR169W	YJL033W	0	NaN
YHR169W	YOR204W	0	NaN
YHR169W	YNL112W	0	NaN
YHR169W	YKR024C	0	NaN
YHR205W	YMR104C	0	NaN
YHR205W	YKL126W	0	NaN
YIL002C	YNL106C	0	NaN
YIL014C-A	YIL102C	0	NaN
YIL029C	YPR071W	0	NaN
YIL035C	YPL031C	0	0
YIL035C	YOL128C	0	0
YIL043C	YML087C	0	0
YIL043C	YKL150W	0	0
YIL078W	YKL194C	0	NaN
YIL085C	YOR099W	0	0
YIL085C	YKR061W	0	0
YIL085C	YJL139C	0	0
YIL107C	YJL155C	0	0
YIL118W	YKR055W	0	0
YIL118W	YNL180C	0	NaN
YIL118W	YOR185C	0	0
YIL118W	YLR293C	0	0
YIL118W	YNL093W	0	0
YIL123W	YJL116C	0	0
YIL123W	YKR042W	0	1
YIL123W	YMR244W	0	0
YIL130W	YJL206C	0	0
YIL153W	YPL152W	0	1
YIL170W	YLR081W	0	0
YIL170W	YJL214W	0	0
YIL170W	YNR072W	0	NaN
YIL170W	YJR158W	0	NaN
YIL170W	YNL318C	0	0
YIL170W	YOL103W	0	0
YIL173W	YNR065C	0	0
YIL176C	YJL223C	0	NaN
YIL176C	YOL161C	0	NaN
YIL176C	YLR461W	0	NaN
YIL176C	YNR076W	0	NaN
YIL176C	YLL064C	0	NaN
YIL176C	YKL224C	0	NaN
YIL176C	YLR037C	0	NaN
YIL176C	YPL282C	0	NaN
YIL176C	YOR394W	0	NaN
YIL176C	YMR325W	0	NaN
YIL176C	YLL025W	0	NaN
YIL176C	YIR041W	0	NaN
YIL177C	YJL225C	0	NaN
YIR013C	YLR013W	0	0
YIR028W	YLR237W	0	0
YIR041W	YPL282C	0	NaN
YIR041W	YOR394W	0	NaN
YIR041W	YOL161C	0	NaN
YIR041W	YNR076W	0	NaN
YIR041W	YLL064C	0	NaN
YIR041W	YJL223C	0	NaN
YIR041W	YLR461W	0	0
YIR043C	YNL336W	0	NaN
YIR043C	YML132W	0	NaN
YIR043C	YJR161C	0	0
YIR043C	YKL219W	0	NaN
YIR043C	YNR075W	0	0
YJL001W	YOR157C	0	0
YJL012C	YPL019C	0	0
YJL033W	YMR290C	0	0
YJL033W	YLL008W	0	NaN
YJL033W	YKR024C	0	0
YJL041W	YLR335W	0	NaN
YJL102W	YLR069C	0	NaN
YJL116C	YNL066W	0	0
YJL133W	YOR130C	0	NaN
YJL138C	YNL112W	0	0
YJL138C	YOR204W	0	1
YJL138C	YPL119C	0	0
YJL139C	YOR099W	0	0
YJL139C	YNL029C	0	0
YJL139C	YPL053C	0	0
YJL159W	YJL160C	0	0
YJL164C	YPL209C	0	0
YJL164C	YOL016C	0	0
YJL164C	YOL128C	0	0
YJL198W	YNR013C	0	0
YJL222W	YNR065C	0	NaN
YJL223C	YOL161C	0	NaN
YJL223C	YLR461W	0	NaN
YJL223C	YNR076W	0	NaN
YJL223C	YLL064C	0	NaN
YJL223C	YKL224C	0	NaN
YJL223C	YLR037C	0	NaN
YJL223C	YPL282C	0	NaN
YJL223C	YOR394W	0	NaN
YJL223C	YMR325W	0	NaN
YJL223C	YLL025W	0	NaN
YJR035W	YOR304W	0	0
YJR045C	YPL106C	0	NaN
YJR076C	YLR314C	0	1
YJR077C	YKR052C	0	0
YJR155W	YNL331C	0	NaN
YKL017C	YMR080C	0	0
YKL078W	YKR086W	0	0
YKL078W	YNR011C	0	0
YKL104C	YMR085W	0	0
YKL139W	YPR161C	0	0
YKL139W	YPL031C	0	NaN
YKL139W	YLR113W	0	0
YKL139W	YPR054W	0	0
YKL139W	YMR139W	0	0
YKL145W	YOR259C	0	1
YKL145W	YOR117W	0	1
YKL145W	YPR173C	0	NaN
YKL146W	YNL101W	0	0
YKL150W	YML087C	0	0
YKL161C	YMR139W	0	0
YKL166C	YMR104C	0	0
YKL166C	YPR111W	0	0
YKL166C	YOR351C	0	0
YKL197C	YNL329C	0	0
YKL221W	YNL125C	0	0
YKL224C	YPL282C	0	NaN
YKL224C	YOR394W	0	NaN
YKL224C	YOL161C	0	NaN
YKL224C	YNR076W	0	NaN
YKL224C	YLL064C	0	NaN
YKL224C	YLR461W	0	NaN
YKR001C	YLL001W	0	0
YKR014C	YNL090W	0	0
YKR042W	YNL066W	0	0
YKR042W	YMR244W	0	0
YKR055W	YPR165W	0	NaN
YKR055W	YLR229C	0	0
YKR055W	YNL090W	0	0
YKR055W	YNL180C	0	NaN
YKR055W	YML001W	0	0
YKR055W	YNL098C	0	0
YKR055W	YLR262C	0	0
YKR059W	YNL112W	0	0
YKR059W	YOR204W	0	1
YKR059W	YPL119C	0	0
YKR061W	YOR099W	0	0
YKR061W	YNL029C	0	0
YKR061W	YPL053C	0	0
YKR084C	YPR080W	0	0
YKR086W	YNR011C	0	0
YKR086W	YMR128W	0	0
YKR103W	YLL048C	0	0
YLL008W	YPL119C	0	0
YLL008W	YOR204W	0	0
YLL024C	YPL106C	0	0
YLL025W	YPL282C	0	0
YLL025W	YOR394W	0	NaN
YLL025W	YOL161C	0	0
YLL025W	YNR076W	0	NaN
YLL025W	YLL064C	0	NaN
YLL025W	YLR461W	0	0
YLL034C	YLR397C	0	NaN
YLL058W	YML082W	0	0
YLL061W	YNL268W	0	NaN
YLL061W	YPL265W	0	NaN
YLL064C	YNR076W	0	NaN
YLL064C	YOL161C	0	NaN
YLL064C	YLR461W	0	NaN
YLL064C	YLR037C	0	NaN
YLL064C	YPL282C	0	NaN
YLL064C	YOR394W	0	NaN
YLL064C	YMR325W	0	NaN
YLL066C	YLL067C	0	NaN
YLR037C	YPL282C	0	0
YLR037C	YOR394W	0	NaN
YLR037C	YOL161C	0	0
YLR037C	YNR076W	0	NaN
YLR037C	YLR461W	0	0
YLR098C	YOR337W	0	0
YLR113W	YPR054W	0	0
YLR113W	YMR139W	0	0
YLR113W	YPL031C	0	0
YLR113W	YNL307C	0	0
YLR113W	YOL128C	0	0
YLR113W	YPL042C	0	0
YLR121C	YPL154C	0	0
YLR144C	YNR067C	0	0
YLR156W	YLR157W-D	0	NaN
YLR157W-D	YLR161W	0	NaN
YLR157W-D	YLR159W	0	NaN
YLR188W	YMR301C	0	0
YLR210W	YPR120C	0	0
YLR229C	YNL180C	0	NaN
YLR229C	YOR101W	0	0
YLR229C	YNL098C	0	0
YLR229C	YOR185C	0	0
YLR229C	YLR293C	0	0
YLR243W	YOR262W	0	NaN
YLR249W	YPL226W	0	NaN
YLR262C	YOR101W	0	0
YLR262C	YNL098C	0	0
YLR262C	YLR293C	0	0
YLR274W	YPR019W	0	1
YLR293C	YNL093W	0	NaN
YLR293C	YOR089C	0	0
YLR293C	YML001W	0	0
YLR293C	YNL090W	0	NaN
YLR306W	YOR339C	0	0
YLR343W	YOL030W	0	0
YLR343W	YOL132W	0	0
YLR343W	YMR215W	0	0
YLR397C	YNL329C	0	NaN
YLR405W	YML080W	0	NaN
YLR461W	YNR076W	0	NaN
YLR461W	YOL161C	0	0
YLR461W	YPL282C	0	0
YLR461W	YOR394W	0	NaN
YLR461W	YMR325W	0	0
YLR467W	YOR396W	0	NaN
YLR467W	YPL283C	0	NaN
YLR467W	YNL339C	0	NaN
YML001W	YOR101W	0	0
YML001W	YNL098C	0	0
YML001W	YOR185C	0	0
YML052W	YNL194C	0	0
YML092C	YOR362C	0	0
YML115C	YPL050C	0	NaN
YMR008C	YNL012W	0	0
YMR022W	YEL012W	0	0
YMR035W	YMR150C	0	0
YMR089C	YPR024W	0	0
YMR104C	YNL161W	0	0
YMR104C	YPR111W	0	0
YMR138W	YOR094W	0	0
YMR138W	YPL218W	0	NaN
YMR139W	YNL307C	0	1
YMR139W	YOL128C	0	0
YMR139W	YPL209C	0	0
YMR215W	YOL132W	0	0
YMR215W	YOL030W	0	0
YMR215W	YMR307W	0	0
YMR290C	YNL112W	0	0
YMR290C	YPL119C	0	0
YMR290C	YOR204W	0	0
YMR290C	YNR038W	0	0
YMR307W	YOL030W	0	0
YMR307W	YOL132W	0	0
YMR314W	YOR362C	0	NaN
YMR325W	YPL282C	0	NaN
YMR325W	YOR394W	0	NaN
YMR325W	YOL161C	0	NaN
YMR325W	YNR076W	0	NaN
YNL002C	YPL198W	0	0
YNL012W	YOL011W	0	0
YNL029C	YOR099W	0	0
YNL032W	YNL099C	0	0
YNL032W	YNL056W	0	0
YNL056W	YNL099C	0	0
YNL083W	YPR011C	0	0
YNL090W	YNL180C	0	NaN
YNL090W	YNL093W	0	0
YNL090W	YOR185C	0	0
YNL093W	YOR101W	0	0
YNL112W	YPL119C	0	0
YNL154C	YPL204W	0	0
YNL161W	YPR111W	0	0
YNL180C	YPR165W	0	NaN
YNL209W	YPL106C	0	0
YNL268W	YPL265W	0	NaN
YNL268W	YOR348C	0	NaN
YNL270C	YOR348C	0	0
YNL270C	YPL274W	0	0
YNL274C	YOR388C	0	NaN
YNL330C	YPR068C	0	0
YNL339C	YPL283C	0	NaN
YNL339C	YOR396W	0	NaN
YNR032W	YPL179W	0	0
YNR076W	YOL161C	0	NaN
YNR076W	YPL282C	0	NaN
YNR076W	YOR394W	0	NaN
YOL016C	YOR351C	0	0
YOL016C	YPL203W	0	0
YOL027C	YPR125W	0	0
YOL030W	YOL132W	0	0
YOL038W	YOR362C	0	1
YOL068C	YPL015C	0	0
YOL068C	YOR025W	0	0
YOL161C	YPL282C	0	NaN
YOL161C	YOR394W	0	NaN
YOR046C	YOR204W	0	0
YOR046C	YPL119C	0	0
YOR089C	YOR185C	0	0
YOR099W	YPL053C	0	0
YOR116C	YOR341W	0	0
YOR117W	YOR259C	0	0
YOR117W	YPR173C	0	NaN
YOR157C	YPR103W	0	0
YOR231W	YPL209C	0	0
YOR259C	YPR173C	0	NaN
YOR273C	YPR156C	0	NaN
YOR285W	YOR286W	0	0
YOR297C	YLR164W	0	0
YOR334W	YPL060W	0	0
YOR348C	YPL274W	0	0
YOR365C	YPL221W	0	0
YOR388C	YPL275W	0	NaN
YOR389W	YPL277C	0	NaN
YOR396W	YPL283C	0	NaN
YPL031C	YPL042C	0	NaN
YPL203W	YPL209C	0	0
YPL209C	YGR092W	0	1
YPL234C	YHR026W	0	NaN
YPL265W	YPL274W	0	0
YPR054W	YPR161C	0	0
Q0045	Q0070	0	NaN
Q0065	Q0120	0	NaN
Q0105	Q0115	0	NaN
Q0110	Q0160	0	NaN
Q0115	Q0255	0	NaN
YIR018W	YOL028C	1	0
YLR437C	YML058W	1	0
YOL091W	YBR148W	1	0
YCR089W	YNR044W	1	0
YPR162C	YLR453C	1	0
YBL043W	YJR115W	1	0
YKR091W	YOR083W	1	0
YJR039W	YEL025C	1	0
YPL112C	YOR193W	1	0
YJL047C	YBR259W	1	0
YJL137C	YKR058W	1	0
YDR085C	YER158C	1	0
YIL135C	YNL074C	1	0
YNL195C	YDL223C	1	NaN
YDR273W	YOR042W	1	0
YKR078W	YOR069W	1	0
YGR239C	YHR160C	1	0
YKL093W	YMR081C	1	0
YDR480W	YPL049C	1	1
YPL130W	YOR214C	1	0
YDL239C	YNL225C	1	NaN
YLR266C	YOR172W	1	0
YFR039C	YGL228W	1	0
YHR206W	YJR147W	1	0
YKR077W	YOR066W	1	0
YDR303C	YHR056C	1	NaN
YER035W	YGL222C	1	0
YER045C	YIL036W	1	0
YBL059W	YER093C-A	1	0
YMR198W	YPL253C	1	0
YOR247W	YPL163C	1	0
YIR021W	YKL011C	1	NaN
YKL105C	YMR086W	1	0
YJL181W	YJR030C	1	0
YIL117C	YNL058C	1	0
YKR084C	YOR076C	1	0
YDR028C	YBR050C	1	NaN
YOL036W	YIR016W	1	0
YAL037W	YOR342C	1	0
YDL211C	YNL176C	1	NaN
YJL076W	YKR010C	1	NaN
YOR213C	YPL129W	1	NaN
YMR180C	YPL228W	1	0
YGR035C	YLR346C	1	0
YER028C	YGL209W	1	NaN
YAL028W	YOR324C	1	0
YLR457C	YPR174C	1	0
YFR012W	YOL019W	1	0
YHR146W	YNL173C	1	NaN
YNR034W-A	YCR075W-A	1	NaN
YGR142W	YPR158W	1	0
YGR230W	YHR152W	1	0
YCL037C	YDR515W	1	NaN
YPL250C	YMR195W	1	0
YDR259C	YOR028C	1	0
YDR223W	YLR223C	1	NaN
YFR017C	YOL024W	1	0
YKL050C	YMR031C	1	0
YGR041W	YLR353W	1	0
YDR206W	YLR233C	1	0
YJL083W	YKR019C	1	0
YAL018C	YOL048C	1	0
YMR119W	YNL008C	1	0
YLL021W	YLR313C	1	0
YFR013W	YOL017W	1	0
YIL149C	YKR095W	1	1
YGR071C	YLR373C	1	0
YHL034C	YLL046C	1	0
YLR273C	YOR178C	1	0
YGR188C	YJL013C	1	0
YMR264W	YML101C	1	0
YBR150C	YOL089C	1	0
YLR442C	YML065W	1	NaN
YNL309W	YOL131W	1	0
YGL133W	YPL216W	1	0
YBR278W	YJL065C	1	0
YCR052W	YNR023W	1	NaN
YGL096W	YPL177C	1	0
YDR309C	YHR061C	1	0
YDL204W	YDR233C	1	0
YMR206W	YNR014W	1	0
YMR192W	YPL249C	1	NaN
YEL007W	YHR177W	1	NaN
YLR031W	YMR124W	1	0
YDL088C	YMR153W	1	1
YDR458C	YML034W	1	0
YHR131C	YNL144C	1	NaN
YCL051W	YDR528W	1	0
YML007W	YDR423C	1	0
YMR181C	YPL229W	1	0
YKL068W	YMR047C	1	NaN
YKL032C	YMR072W	1	0
